GO_term	taxon	taxon_id	lineage
GO:0016847	cellular organisms	131567.0	root | cellular organisms
GO:0045765	Vertebrata	7742.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata
GO:0061163	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0080149	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0019075	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0010876	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0046081	root	1.0	root
GO:0032330	Euteleostomi	117571.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi
GO:0070084	Unknown		
GO:0032922	cellular organisms	131567.0	root | cellular organisms
GO:0044403	root	1.0	root
GO:2000346	Euarchontoglires	314146.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Euarchontoglires
GO:0046471	cellular organisms	131567.0	root | cellular organisms
GO:0016529	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0019064	Unknown		3470597
GO:0016149	cellular organisms	131567.0	root | cellular organisms
GO:0035987	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0098963	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0097533	cellular organisms	131567.0	root | cellular organisms
GO:0004064	cellular organisms	131567.0	root | cellular organisms
GO:1901332	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0036064	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0016331	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0000802	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0004368	cellular organisms	131567.0	root | cellular organisms
GO:0010467	root	1.0	root
GO:0009559	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0035242	cellular organisms	131567.0	root | cellular organisms
GO:0031401	Euarchontoglires	314146.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota | Mammalia | Theria | Eutheria | Boreoeutheria | Euarchontoglires
GO:0036066	root	1.0	root
GO:0030292	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0048508	Magnoliopsida	3398.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida
GO:0046806	Viruses	10239.0	root | Viruses
GO:0036374	root	1.0	root
GO:0080099	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0042551	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0032448	cellular organisms	131567.0	root | cellular organisms
GO:0017040	cellular organisms	131567.0	root | cellular organisms
GO:0046167	cellular organisms	131567.0	root | cellular organisms
GO:0103102	Unknown		
GO:2001136	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0043159	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0007018	root	1.0	root
GO:0071818	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0050730	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0050048	Unknown		
GO:0044782	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0015840	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0080030	cellular organisms	131567.0	root | cellular organisms
GO:1904250	Brassicaceae	3700.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae
GO:0070481	cellular organisms	131567.0	root | cellular organisms
GO:0046423	cellular organisms	131567.0	root | cellular organisms
GO:0008802	cellular organisms	131567.0	root | cellular organisms
GO:0030041	cellular organisms	131567.0	root | cellular organisms
GO:0080051	malvids	91836.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids
GO:0085042	Pentapetalae	1437201.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae
GO:0045022	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0060560	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0046983	root	1.0	root
GO:0080047	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0008964	cellular organisms	131567.0	root | cellular organisms
GO:0030418	cellular organisms	131567.0	root | cellular organisms
GO:0035038	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0000966	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0015996	cellular organisms	131567.0	root | cellular organisms
GO:0048209	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0007005	cellular organisms	131567.0	root | cellular organisms
GO:0102149	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0009740	cellular organisms	131567.0	root | cellular organisms
GO:0031303	Unknown		
GO:1990576	Schizosaccharomyces	4895.0	root | cellular organisms | Eukaryota | Opisthokonta | Fungi | Dikarya | Ascomycota | Taphrinomycotina | Schizosaccharomycetes | Schizosaccharomycetales | Schizosaccharomycetaceae | Schizosaccharomyces
GO:0090160	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0045277	Unknown		330876
GO:0080041	cellular organisms	131567.0	root | cellular organisms
GO:0010731	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0016799	root	1.0	root
GO:0102721	cellular organisms	131567.0	root | cellular organisms
GO:0006020	cellular organisms	131567.0	root | cellular organisms
GO:0000243	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0006957	Vertebrata	7742.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata
GO:0003696	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0051285	cellular organisms	131567.0	root | cellular organisms
GO:0016303	root	1.0	root
GO:0090070	cellular organisms	131567.0	root | cellular organisms
GO:1902369	cellular organisms	131567.0	root | cellular organisms
GO:0004659	root	1.0	root
GO:0001848	root	1.0	root
GO:0045948	cellular organisms	131567.0	root | cellular organisms
GO:0008999	cellular organisms	131567.0	root | cellular organisms
GO:0048236	Embryophyta	3193.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta
GO:0061614	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0044177	Unknown		3470597
GO:0046481	cellular organisms	131567.0	root | cellular organisms
GO:0120174	Fungi	4751.0	root | cellular organisms | Eukaryota | Opisthokonta | Fungi
GO:0106262	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0019034	root	1.0	root
GO:0090577	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0004826	root	1.0	root
GO:0018812	cellular organisms	131567.0	root | cellular organisms
GO:0016765	root	1.0	root
GO:0042038	Saccharomyces cerevisiae S288C	559292.0	root | cellular organisms | Eukaryota | Opisthokonta | Fungi | Dikarya | Ascomycota | saccharomyceta | Saccharomycotina | Saccharomycetes | Saccharomycetales | Saccharomycetaceae | Saccharomyces | Saccharomyces cerevisiae | Saccharomyces cerevisiae S288C
GO:0015203	cellular organisms	131567.0	root | cellular organisms
GO:0004331	cellular organisms	131567.0	root | cellular organisms
GO:0042661	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:1990071	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0030435	root	1.0	root
GO:0051707	cellular organisms	131567.0	root | cellular organisms
GO:0002161	root	1.0	root
GO:0015116	cellular organisms	131567.0	root | cellular organisms
GO:0072320	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0010115	Embryophyta	3193.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta
GO:0071211	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1902037	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:2001301	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0032714	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0010093	Magnoliopsida	3398.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida
GO:0080119	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0052639	Brassicaceae	3700.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae
GO:0015658	cellular organisms	131567.0	root | cellular organisms
GO:0140684	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0000303	cellular organisms	131567.0	root | cellular organisms
GO:0001091	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0051117	root	1.0	root
GO:0010050	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0010923	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0042966	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0043615	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0036002	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0001968	cellular organisms	131567.0	root | cellular organisms
GO:0071021	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0010029	Viridiplantae	33090.0	root | cellular organisms | Eukaryota | Viridiplantae
GO:0010960	cellular organisms	131567.0	root | cellular organisms
GO:0030573	cellular organisms	131567.0	root | cellular organisms
GO:0033194	cellular organisms	131567.0	root | cellular organisms
GO:0031262	cellular organisms	131567.0	root | cellular organisms
GO:0010500	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0180007	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0060212	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:1905820	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0030619	cellular organisms	131567.0	root | cellular organisms
GO:0010485	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0009317	cellular organisms	131567.0	root | cellular organisms
GO:0039624	Duplornaviricota	2732405.0	root | Viruses | Riboviria | Orthornavirae | Duplornaviricota
GO:0046278	cellular organisms	131567.0	root | cellular organisms
GO:0034647	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0050265	root	1.0	root
GO:0005694	root	1.0	root
GO:0062210	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0004146	root	1.0	root
GO:0035821	root	1.0	root
GO:0010718	Gnathostomata	7776.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata
GO:0017178	cellular organisms	131567.0	root | cellular organisms
GO:1902074	root	1.0	root
GO:0014824	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0052610	Unknown		
GO:0007342	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0019346	root	1.0	root
GO:0001844	Unknown		
GO:0009062	root	1.0	root
GO:0097038	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0080175	Pentapetalae	1437201.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae
GO:0071889	root	1.0	root
GO:0008131	root	1.0	root
GO:0004504	cellular organisms	131567.0	root | cellular organisms
GO:0050571	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0043047	cellular organisms	131567.0	root | cellular organisms
GO:0097484	Eumetazoa	6072.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa
GO:0070939	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0070692	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0008649	cellular organisms	131567.0	root | cellular organisms
GO:0005543	root	1.0	root
GO:0017190	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0001522	root	1.0	root
GO:0006901	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0002437	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0048571	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0003918	root	1.0	root
GO:0097526	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0000785	root	1.0	root
GO:1903461	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0015739	cellular organisms	131567.0	root | cellular organisms
GO:0004617	root	1.0	root
GO:0042779	Unknown		
GO:0032556	cellular organisms	131567.0	root | cellular organisms
GO:0060628	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0080114	Unknown		
GO:0050764	cellular organisms	131567.0	root | cellular organisms
GO:0000024	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0031022	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0000839	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0006995	cellular organisms	131567.0	root | cellular organisms
GO:0006486	Unknown		
GO:2000280	Streptophytina	131221.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina
GO:0070885	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0046740	root	1.0	root
GO:0042245	root	1.0	root
GO:0051036	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0034059	cellular organisms	131567.0	root | cellular organisms
GO:0009504	Streptophytina	131221.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina
GO:0002119	Protostomia	33317.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia
GO:0030218	Eumetazoa	6072.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa
GO:0071461	cellular organisms	131567.0	root | cellular organisms
GO:0015808	cellular organisms	131567.0	root | cellular organisms
GO:0000418	Embryophyta	3193.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta
GO:0008753	cellular organisms	131567.0	root | cellular organisms
GO:0045338	cellular organisms	131567.0	root | cellular organisms
GO:0046464	cellular organisms	131567.0	root | cellular organisms
GO:0005656	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0080053	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:1990070	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0031261	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0032544	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0099020	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0006613	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0071475	cellular organisms	131567.0	root | cellular organisms
GO:0006308	root	1.0	root
GO:0106144	Arabidopsis	3701.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis
GO:0071050	Unknown		
GO:0006275	Unknown		3470597
GO:0016754	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0019887	root	1.0	root
GO:0009699	cellular organisms	131567.0	root | cellular organisms
GO:0050502	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0048257	cellular organisms	131567.0	root | cellular organisms
GO:0030008	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0010841	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0035425	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0030269	cellular organisms	131567.0	root | cellular organisms
GO:0002230	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1904821	Arabidopsis thaliana	3702.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | rosids | malvids | Brassicales | Brassicaceae | Camelineae | Arabidopsis | Arabidopsis thaliana
GO:0051286	cellular organisms	131567.0	root | cellular organisms
GO:0005856	cellular organisms	131567.0	root | cellular organisms
GO:0051932	Eumetazoa	6072.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa
GO:0003323	Euteleostomi	117571.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi
GO:0090502	Unknown		
GO:1900865	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0030690	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0042539	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0004175	root	1.0	root
GO:0042735	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:1990966	cellular organisms	131567.0	root | cellular organisms
GO:0071821	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0019742	asterids	71274.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae | eudicotyledons | Gunneridae | Pentapetalae | asterids
GO:0009645	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0032299	cellular organisms	131567.0	root | cellular organisms
GO:0010116	Mesangiospermae	1437183.0	root | cellular organisms | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliopsida | Mesangiospermae
GO:0016888	root	1.0	root
GO:0070920	cellular organisms	131567.0	root | cellular organisms
GO:0005093	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0008021	Opisthokonta	33154.0	root | cellular organisms | Eukaryota | Opisthokonta
GO:0034990	Unknown		
GO:0015112	root	1.0	root
GO:0061629	cellular organisms	131567.0	root | cellular organisms
GO:0004033	Unknown		
GO:0099503	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0106140	cellular organisms	131567.0	root | cellular organisms
GO:0005902	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0042274	cellular organisms	131567.0	root | cellular organisms
GO:0060473	Bilateria	33213.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria
GO:0061078	Unknown		
GO:0003720	root	1.0	root
GO:0120293	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0006393	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:1905267	Unknown		
GO:0002115	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0016242	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0071004	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0034709	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0055087	cellular organisms	131567.0	root | cellular organisms
GO:0030913	Amniota	32524.0	root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chordata | Craniata | Vertebrata | Gnathostomata | Teleostomi | Euteleostomi | Sarcopterygii | Dipnotetrapodomorpha | Tetrapoda | Amniota
GO:0006409	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0102850	cellular organisms	131567.0	root | cellular organisms
GO:0071260	Eukaryota	2759.0	root | cellular organisms | Eukaryota
GO:0099059	Unknown		
